seed,task,failure_family,split,episode,language_ambiguity,predicate_confidence,contact_force,support_relation,clearance,friction,deformation,temporal_order,tool_affordance,recovery_feasibility,violation_risk,damage_risk
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,0,0.561512,0.837181,0.660028,0.348537,0.445841,0.614257,0.651668,0.834063,0.344963,0.572072,0.379299,0.257290
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,1,0.658824,0.857519,0.691247,0.533880,0.358352,0.653499,0.612598,0.999000,0.405839,0.569104,0.328980,0.298074
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,2,0.584705,0.808275,0.535720,0.383771,0.524174,0.651914,0.528499,0.915021,0.365612,0.687972,0.256080,0.284265
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,3,0.884646,0.792780,0.629422,0.411338,0.375312,0.695634,0.659086,0.999000,0.479327,0.640315,0.281709,0.268857
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,4,0.540309,0.767808,0.548538,0.452306,0.421623,0.686572,0.660037,0.999000,0.424728,0.232771,0.339043,0.296202
3,tool_use_with_hidden_leverage,temporal_precondition_loss,mechanics_ood_shift,5,0.814305,0.737272,0.635792,0.484603,0.458255,0.680858,0.587858,0.883116,0.330720,0.557013,0.346768,0.267002
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,0,0.764045,0.999000,0.448838,0.503663,0.435307,0.617233,0.432416,0.999000,0.480774,0.493851,0.331111,0.229175
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,1,0.780528,0.850062,0.269872,0.600094,0.412061,0.354397,0.604419,0.999000,0.547332,0.492332,0.335016,0.259021
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,2,0.856535,0.999000,0.434512,0.467546,0.386517,0.488350,0.514387,0.999000,0.728922,0.510436,0.299487,0.265530
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,3,0.772086,0.999000,0.543666,0.363204,0.320493,0.557486,0.381022,0.999000,0.733836,0.544926,0.299268,0.218670
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,4,0.791484,0.961655,0.571111,0.535726,0.547146,0.516151,0.449182,0.999000,0.547839,0.537481,0.355509,0.241477
3,tool_use_with_hidden_leverage,temporal_precondition_loss,object_affordance_transfer,5,0.681392,0.682535,0.415679,0.659915,0.560078,0.438323,0.428516,0.999000,0.469174,0.539090,0.299448,0.237629
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,0,0.763777,0.999000,0.404630,0.595362,0.345929,0.430115,0.478887,0.999000,0.398643,0.873334,0.348312,0.244304
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,1,0.788536,0.999000,0.534141,0.600401,0.412660,0.405000,0.500658,0.999000,0.431812,0.731206,0.326430,0.268080
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,2,0.735358,0.999000,0.493896,0.512552,0.398406,0.430523,0.356991,0.999000,0.584238,0.728885,0.372332,0.246750
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,3,0.862171,0.999000,0.543749,0.475564,0.448836,0.494958,0.528005,0.999000,0.563132,0.795303,0.405105,0.279943
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,4,0.612042,0.967254,0.422775,0.378106,0.305558,0.550407,0.501843,0.999000,0.598641,0.841190,0.324764,0.303010
3,tool_use_with_hidden_leverage,temporal_precondition_loss,recovery_cost_pressure,5,0.791121,0.999000,0.411991,0.705572,0.426506,0.453427,0.543464,0.958784,0.443799,0.891014,0.308587,0.284530
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,0,0.822271,0.960866,0.622021,0.706273,0.539512,0.696146,0.496041,0.999000,0.643683,0.552102,0.390352,0.246657
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,1,0.875276,0.957472,0.643775,0.846784,0.490956,0.710341,0.557004,0.999000,0.638680,0.627624,0.413238,0.277140
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,2,0.814424,0.999000,0.614335,0.574527,0.554866,0.671514,0.603027,0.999000,0.839856,0.684139,0.378632,0.320366
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,3,0.848660,0.988915,0.628251,0.835227,0.406116,0.603149,0.653209,0.999000,0.853550,0.678272,0.458902,0.320074
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,4,0.907815,0.999000,0.638066,0.597137,0.638627,0.566550,0.890351,0.999000,0.746245,0.691229,0.388672,0.338268
3,tool_use_with_hidden_leverage,temporal_precondition_loss,combined_adversarial_abstraction,5,0.780597,0.999000,0.589856,0.466390,0.493839,0.580037,0.639448,0.999000,0.726654,0.780621,0.451312,0.290663
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,0,0.453017,0.697196,0.466246,0.375195,0.236432,0.306666,0.187675,0.235426,0.937142,0.411124,0.359887,0.231069
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,1,0.550245,0.682152,0.467522,0.326163,0.311091,0.287525,0.425266,0.308739,0.912736,0.365607,0.298468,0.297190
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,2,0.489924,0.822801,0.394412,0.352235,0.169683,0.349849,0.350028,0.174391,0.910157,0.280356,0.349476,0.256588
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,3,0.602203,0.730428,0.384445,0.330561,0.350378,0.259432,0.158114,0.257618,0.999000,0.367061,0.389018,0.279253
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,4,0.499903,0.682288,0.289997,0.447903,0.455309,0.337804,0.307293,0.297724,0.910625,0.391761,0.385931,0.275629
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,nominal_abstraction,5,0.457280,0.653288,0.336354,0.276241,0.351828,0.338470,0.400937,0.305713,0.999000,0.510418,0.384241,0.249688
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,0,0.918409,0.924736,0.487011,0.412613,0.529023,0.363132,0.293689,0.870630,0.999000,0.525895,0.379134,0.295727
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,1,0.795745,0.965132,0.435819,0.512813,0.511848,0.569749,0.456936,0.613023,0.999000,0.559432,0.399554,0.335182
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,2,0.816729,0.800841,0.375891,0.259669,0.345996,0.357976,0.392523,0.694540,0.999000,0.431909,0.376150,0.309186
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,3,0.970049,0.895219,0.405269,0.462163,0.424614,0.400082,0.132456,0.616053,0.999000,0.428515,0.412977,0.284089
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,4,0.860131,0.999000,0.492394,0.407800,0.460405,0.337789,0.419270,0.746180,0.999000,0.474510,0.451407,0.285565
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,language_ambiguity_shift,5,0.737740,0.941515,0.403010,0.429711,0.363815,0.108689,0.332584,0.661035,0.999000,0.423555,0.379444,0.317268
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,0,0.557988,0.999000,0.517635,0.498946,0.360835,0.462063,0.435642,0.444731,0.999000,0.447848,0.432084,0.303316
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,1,0.507590,0.999000,0.405381,0.711821,0.467733,0.312720,0.294253,0.550831,0.999000,0.480941,0.477973,0.333475
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,2,0.609750,0.999000,0.433632,0.817150,0.473005,0.265043,0.440629,0.377018,0.999000,0.495364,0.502642,0.258093
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,3,0.609093,0.999000,0.360104,0.602993,0.308965,0.378518,0.301746,0.499583,0.999000,0.525454,0.411720,0.283122
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,4,0.637071,0.999000,0.385349,0.724225,0.411758,0.416435,0.306779,0.378647,0.999000,0.493917,0.376375,0.312082
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,predicate_noise_shift,5,0.769118,0.999000,0.520735,0.604976,0.309843,0.364513,0.411335,0.316084,0.999000,0.553331,0.408082,0.272022
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,0,0.583743,0.911911,0.525770,0.427813,0.597042,0.457625,0.479852,0.300676,0.999000,0.483893,0.423220,0.343153
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,1,0.704077,0.906121,0.380989,0.478713,0.780962,0.531930,0.242510,0.324843,0.989472,0.379571,0.462200,0.358046
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,2,0.535429,0.957103,0.482314,0.277794,0.820908,0.289394,0.412771,0.356397,0.999000,0.400107,0.486892,0.314592
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,3,0.692824,0.999000,0.368590,0.294119,0.772519,0.307588,0.263723,0.326889,0.999000,0.409882,0.399823,0.292581
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,4,0.430641,0.999000,0.496268,0.356839,0.760080,0.417890,0.310911,0.307299,0.997027,0.438677,0.420009,0.304860
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,geometry_tolerance_shift,5,0.534345,0.909164,0.586290,0.409009,0.681202,0.453496,0.511032,0.299045,0.993201,0.526795,0.486127,0.318681
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,0,0.530212,0.847171,0.812566,0.405173,0.547056,0.811263,0.600858,0.287775,0.925853,0.559591,0.435207,0.435288
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,1,0.459541,0.865070,0.860035,0.365845,0.575946,0.611285,0.847536,0.461827,0.999000,0.447651,0.457285,0.343076
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,2,0.784111,0.976898,0.754882,0.369789,0.425764,0.730354,0.636559,0.548063,0.999000,0.463815,0.440939,0.377859
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,3,0.604614,0.951890,0.461346,0.372213,0.635635,0.558810,0.497111,0.329945,0.897415,0.665898,0.444269,0.397635
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,4,0.719091,0.872196,0.851384,0.290688,0.557588,0.654479,0.595703,0.401495,0.999000,0.587404,0.492230,0.356525
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,mechanics_ood_shift,5,0.563002,0.999000,0.722022,0.415412,0.464874,0.689298,0.677525,0.418490,0.999000,0.378292,0.477825,0.335651
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,0,0.636708,0.885933,0.631178,0.452907,0.480776,0.391923,0.484436,0.766863,0.999000,0.435502,0.450439,0.328155
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,1,0.830211,0.958109,0.484836,0.412689,0.332099,0.395587,0.634678,0.569653,0.999000,0.513054,0.431803,0.319318
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,2,0.725851,0.999000,0.688809,0.572113,0.399843,0.454084,0.535840,0.531271,0.999000,0.605371,0.430402,0.364912
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,3,0.740566,0.931044,0.647821,0.518934,0.460409,0.384816,0.470464,0.603668,0.999000,0.582071,0.504398,0.343134
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,4,0.764572,0.999000,0.456527,0.366437,0.503304,0.457398,0.395757,0.690961,0.999000,0.477380,0.400624,0.352361
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,object_affordance_transfer,5,0.725069,0.985530,0.527252,0.454807,0.524427,0.470004,0.502169,0.285374,0.999000,0.611120,0.435060,0.408386
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,0,0.556526,0.942376,0.503335,0.372745,0.486978,0.494842,0.302018,0.335417,0.999000,0.846462,0.410369,0.330127
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,1,0.940701,0.983430,0.523813,0.414181,0.310204,0.304895,0.533807,0.489897,0.999000,0.594485,0.441085,0.289801
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,2,0.553547,0.999000,0.537263,0.548602,0.559438,0.602425,0.351442,0.379374,0.972063,0.679620,0.431269,0.356111
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,3,0.885076,0.999000,0.716803,0.519294,0.440270,0.601785,0.645123,0.509452,0.999000,0.999000,0.464836,0.350837
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,4,0.777453,0.999000,0.664863,0.646883,0.446037,0.387817,0.607789,0.564848,0.999000,0.727312,0.447484,0.364412
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,recovery_cost_pressure,5,0.675689,0.999000,0.773666,0.464790,0.516704,0.532077,0.564341,0.613322,0.999000,0.804095,0.445934,0.348312
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,0,0.685182,0.999000,0.717213,0.614016,0.773299,0.751126,0.841046,0.489802,0.999000,0.591824,0.535148,0.378153
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,1,0.684587,0.999000,0.699682,0.513327,0.610896,0.540745,0.670354,0.685506,0.999000,0.663866,0.452037,0.409150
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,2,0.768447,0.999000,0.773722,0.789190,0.602760,0.612200,0.583013,0.715496,0.999000,0.536563,0.493215,0.346397
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,3,0.754564,0.999000,0.982854,0.469918,0.702107,0.655978,0.663341,0.698750,0.999000,0.999000,0.510661,0.437102
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,4,0.840273,0.999000,0.568149,0.535916,0.710945,0.760544,0.653110,0.470385,0.999000,0.631735,0.452569,0.412163
3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,combined_adversarial_abstraction,5,0.802014,0.986593,0.782345,0.617637,0.521726,0.512489,0.757718,0.708207,0.999000,0.460403,0.491965,0.381450
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,0,0.444532,0.821665,0.506598,0.421147,0.297238,0.181639,0.499023,0.426989,0.278661,0.891181,0.372842,0.311362
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,1,0.529702,0.719770,0.541995,0.357357,0.408591,0.379046,0.541551,0.368707,0.189002,0.934175,0.356375,0.321328
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,2,0.614051,0.607405,0.425477,0.296481,0.221849,0.295249,0.489470,0.427893,0.423323,0.876463,0.317433,0.297800
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,3,0.391834,0.786086,0.578338,0.362957,0.422853,0.351791,0.487847,0.340357,0.451077,0.979491,0.351046,0.332721
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,4,0.415664,0.735229,0.461519,0.412664,0.411390,0.303001,0.467273,0.342463,0.216204,0.982821,0.291375,0.308601
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,nominal_abstraction,5,0.490424,0.913441,0.398365,0.591432,0.419756,0.293407,0.493343,0.506096,0.345545,0.833411,0.379591,0.317413
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,0,0.809180,0.984993,0.545081,0.608211,0.455382,0.322129,0.490404,0.820228,0.517571,0.991788,0.383358,0.274200
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,1,0.696103,0.902311,0.457437,0.533113,0.467353,0.543853,0.637626,0.611892,0.714902,0.984352,0.441924,0.380762
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,2,0.687500,0.999000,0.684437,0.456771,0.324533,0.404408,0.568612,0.777446,0.644408,0.922268,0.374838,0.354413
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,3,0.744223,0.898381,0.743997,0.637787,0.214652,0.422464,0.650934,0.793442,0.716026,0.938519,0.414526,0.347126
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,4,0.676529,0.869887,0.675072,0.709586,0.395814,0.446704,0.512550,0.871677,0.803506,0.932612,0.387969,0.322908
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,language_ambiguity_shift,5,0.767129,0.763734,0.525529,0.599322,0.413715,0.498849,0.599507,0.746702,0.675048,0.999000,0.364815,0.337896
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,0,0.487927,0.968128,0.427498,0.926447,0.286267,0.430925,0.561220,0.504701,0.416730,0.891735,0.452794,0.358537
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,1,0.711601,0.954291,0.647172,0.878340,0.458633,0.398432,0.549396,0.546109,0.575262,0.999000,0.430013,0.312978
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,2,0.510791,0.884530,0.374630,0.830812,0.498285,0.485779,0.659185,0.626686,0.664669,0.925898,0.387116,0.381904
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,3,0.435233,0.956502,0.563004,0.834485,0.519451,0.573251,0.647300,0.446961,0.441775,0.999000,0.381833,0.383895
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,4,0.429470,0.999000,0.551350,0.720604,0.348356,0.542826,0.796386,0.595000,0.393557,0.967099,0.371754,0.386131
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,predicate_noise_shift,5,0.479292,0.999000,0.633242,0.699878,0.456042,0.647775,0.518703,0.447903,0.587017,0.999000,0.429868,0.397142
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,0,0.398394,0.792565,0.518251,0.547959,0.579281,0.403030,0.639095,0.399269,0.429810,0.853773,0.402125,0.367883
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,1,0.446703,0.842752,0.612704,0.538874,0.419300,0.540515,0.664267,0.567463,0.569174,0.898761,0.396116,0.378752
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,2,0.336481,0.794082,0.586352,0.550804,0.891360,0.500482,0.610059,0.374220,0.407915,0.904761,0.416048,0.392791
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,3,0.362002,0.738449,0.587652,0.277443,0.819471,0.592343,0.478128,0.560751,0.322519,0.889476,0.348754,0.350364
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,4,0.555880,0.824509,0.824504,0.390427,0.677491,0.394239,0.469932,0.580252,0.423945,0.911119,0.411523,0.374727
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,geometry_tolerance_shift,5,0.485633,0.857256,0.645217,0.517108,0.703428,0.326224,0.302482,0.429756,0.394856,0.999000,0.417733,0.342899
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,0,0.391403,0.829168,0.867624,0.513763,0.451056,0.753476,0.999000,0.459228,0.427747,0.999000,0.536698,0.398806
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,1,0.667714,0.867185,0.883525,0.554950,0.567439,0.729360,0.680915,0.357419,0.625353,0.999000,0.513791,0.450824
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,2,0.449108,0.924113,0.807554,0.525556,0.497715,0.785085,0.899040,0.517790,0.667422,0.885938,0.392204,0.395708
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,3,0.469845,0.963692,0.996228,0.727911,0.365205,0.698610,0.928145,0.622081,0.564133,0.999000,0.466150,0.424380
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,4,0.420694,0.851724,0.826186,0.645860,0.520403,0.800304,0.993045,0.514661,0.571554,0.896081,0.443244,0.422118
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,mechanics_ood_shift,5,0.492308,0.861438,0.771061,0.425314,0.501970,0.879848,0.836785,0.493510,0.569430,0.999000,0.433236,0.383222
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,0,0.661683,0.999000,0.810392,0.544946,0.478036,0.546735,0.643995,0.521039,0.526790,0.999000,0.456402,0.389763
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,1,0.608681,0.947619,0.640121,0.655868,0.656653,0.846689,0.789859,0.516579,0.689370,0.999000,0.427172,0.389907
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,2,0.686637,0.999000,0.760748,0.568989,0.644509,0.664229,0.910438,0.704837,0.707484,0.999000,0.455640,0.412658
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,3,0.715453,0.999000,0.627218,0.628783,0.618124,0.730624,0.696749,0.511672,0.589996,0.999000,0.408315,0.376499
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,4,0.578163,0.999000,0.761033,0.569984,0.510690,0.588058,0.642256,0.573812,0.552125,0.951553,0.464694,0.329807
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,object_affordance_transfer,5,0.759603,0.947109,0.805622,0.551086,0.516368,0.619740,0.745209,0.787655,0.705071,0.999000,0.507129,0.382232
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,0,0.705343,0.738193,0.725288,0.639842,0.721440,0.705561,0.687178,0.532325,0.404777,0.999000,0.493587,0.403634
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,1,0.647316,0.942966,0.712705,0.510192,0.529420,0.634863,0.686266,0.430654,0.543327,0.999000,0.442652,0.405813
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,2,0.623766,0.820339,0.787386,0.596721,0.547269,0.741982,0.788077,0.534779,0.653384,0.999000,0.358354,0.410163
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,3,0.678861,0.983109,0.812275,0.401284,0.587996,0.780414,0.620026,0.381726,0.636348,0.999000,0.466451,0.341996
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,4,0.532983,0.999000,0.737296,0.541243,0.456420,0.571955,0.668596,0.407450,0.592071,0.999000,0.428872,0.411901
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,recovery_cost_pressure,5,0.475802,0.936144,0.769186,0.719479,0.514056,0.607020,0.905283,0.618947,0.497656,0.999000,0.484503,0.364217
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,0,0.821908,0.999000,0.916156,0.874393,0.731878,0.769489,0.759123,0.680257,0.552580,0.999000,0.507859,0.432366
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,1,0.890651,0.999000,0.826809,0.806408,0.731808,0.905065,0.886379,0.641560,0.692645,0.999000,0.456421,0.384283
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,2,0.774208,0.942902,0.733488,0.773844,0.671788,0.731271,0.999000,0.743406,0.703995,0.999000,0.502346,0.443052
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,3,0.654912,0.959940,0.810290,0.616681,0.577525,0.837338,0.999000,0.701992,0.788676,0.999000,0.454910,0.450643
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,4,0.757689,0.946155,0.918538,0.603115,0.635117,0.804586,0.723297,0.648557,0.585932,0.999000,0.487216,0.432122
3,tool_use_with_hidden_leverage,compliance_recovery_erasure,combined_adversarial_abstraction,5,0.767739,0.999000,0.929185,0.762225,0.704945,0.762209,0.965950,0.838073,0.768016,0.999000,0.498758,0.379791
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,0,0.365939,0.507504,0.759864,0.309837,0.425027,0.452556,0.249837,0.274828,0.351653,0.393447,0.387288,0.305526
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,1,0.340689,0.756984,0.843381,0.441957,0.123707,0.280812,0.222004,0.286186,0.288423,0.456403,0.336538,0.310915
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,2,0.373960,0.820341,0.914889,0.516570,0.290586,0.403780,0.111939,0.066258,0.280404,0.385832,0.345179,0.261198
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,3,0.282378,0.623361,0.999000,0.404303,0.405973,0.304463,0.280721,0.125454,0.127964,0.326006,0.353859,0.297640
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,4,0.357269,0.771649,0.946033,0.374967,0.411086,0.408034,0.129216,0.186679,0.203731,0.277388,0.392973,0.296384
3,container_insertion_clearance,erased_contact_force,nominal_abstraction,5,0.181914,0.617680,0.940900,0.367430,0.345464,0.441457,0.226824,0.137198,0.150953,0.423029,0.360492,0.301399
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,0,0.738849,0.898053,0.999000,0.678107,0.525282,0.556729,0.271183,0.511535,0.677317,0.405707,0.442629,0.322708
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,1,0.725657,0.884805,0.946249,0.588828,0.447237,0.417619,0.229794,0.633362,0.673682,0.247208,0.396328,0.339738
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,2,0.546090,0.925047,0.999000,0.585885,0.334657,0.573758,0.207896,0.518486,0.586236,0.418239,0.385691,0.322847
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,3,0.694556,0.925077,0.917196,0.519415,0.412503,0.650611,0.222533,0.711671,0.718390,0.516338,0.471063,0.352135
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,4,0.764672,0.999000,0.893372,0.529853,0.455438,0.329023,0.336238,0.523179,0.473973,0.432443,0.396685,0.288200
3,container_insertion_clearance,erased_contact_force,language_ambiguity_shift,5,0.612020,0.914711,0.999000,0.668108,0.434703,0.334738,0.316085,0.701983,0.681921,0.461706,0.440851,0.300789
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,0,0.419800,0.999000,0.947225,0.878035,0.395597,0.545757,0.426529,0.517357,0.241879,0.317197,0.426219,0.289990
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,1,0.379246,0.999000,0.999000,0.910305,0.355773,0.384328,0.427140,0.422632,0.562496,0.377633,0.446326,0.318455
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,2,0.342098,0.999000,0.999000,0.646800,0.287957,0.423180,0.261074,0.436815,0.430044,0.278819,0.395793,0.261220
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,3,0.411570,0.999000,0.906232,0.704912,0.332909,0.467562,0.257236,0.354909,0.421230,0.348036,0.430320,0.296068
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,4,0.395251,0.999000,0.999000,0.650092,0.423206,0.511528,0.315058,0.267129,0.475522,0.369462,0.439646,0.307481
3,container_insertion_clearance,erased_contact_force,predicate_noise_shift,5,0.389964,0.999000,0.999000,0.783456,0.448086,0.480692,0.258700,0.561039,0.304394,0.557277,0.421861,0.333977
