method,split,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
grounded_geometric_tamp,language_ambiguity_shift,0,48,0.636641,0.034107,0.192008,0.021732,0.161160,0.017746,0.305556,0.054444,0.756944,0.115477,0.072917,0.029027,0.006944,0.009522,0.328771,0.027212,0.125439,0.041317,0.271157,0.047023,0.763889,0.112100,0.732639,0.109065
grounded_geometric_tamp,language_ambiguity_shift,1,48,0.629886,0.031929,0.196342,0.021120,0.162813,0.017372,0.284722,0.046604,0.739583,0.116678,0.069444,0.023491,0.013889,0.016372,0.325280,0.025884,0.134035,0.040543,0.262165,0.044819,0.753472,0.110466,0.722222,0.109322
grounded_geometric_tamp,language_ambiguity_shift,2,48,0.631646,0.032091,0.196816,0.020956,0.162373,0.016713,0.302083,0.049266,0.739583,0.114633,0.072917,0.023638,0.017361,0.020027,0.327719,0.025424,0.132596,0.040230,0.262942,0.044711,0.756944,0.106972,0.722222,0.103087
grounded_geometric_tamp,language_ambiguity_shift,3,48,0.628841,0.033675,0.199379,0.021562,0.166803,0.017455,0.315972,0.053486,0.729167,0.112433,0.079861,0.033678,0.010417,0.015088,0.325726,0.026139,0.140576,0.040788,0.256298,0.046864,0.739583,0.107829,0.704861,0.104864
grounded_geometric_tamp,language_ambiguity_shift,4,48,0.627989,0.035247,0.199297,0.022060,0.166956,0.018286,0.319444,0.059030,0.729167,0.115340,0.034722,0.021658,0.013889,0.013170,0.324793,0.027022,0.139835,0.042607,0.255775,0.049047,0.743056,0.108726,0.715278,0.107413
grounded_geometric_tamp,language_ambiguity_shift,5,48,0.645048,0.030939,0.188140,0.018905,0.154161,0.014551,0.329861,0.050060,0.760417,0.108703,0.177083,0.043937,0.034722,0.029111,0.339067,0.022338,0.116906,0.036178,0.282522,0.042008,0.795139,0.091365,0.760417,0.090673
grounded_geometric_tamp,language_ambiguity_shift,6,48,0.636845,0.031246,0.193230,0.019546,0.160019,0.015750,0.277778,0.052678,0.750000,0.109610,0.121528,0.039794,0.020833,0.020917,0.331850,0.024069,0.127842,0.037560,0.270180,0.043025,0.770833,0.099487,0.746528,0.098226
grounded_geometric_tamp,language_ambiguity_shift,7,48,0.634811,0.034798,0.196590,0.021544,0.161473,0.017896,0.329861,0.064875,0.739583,0.113805,0.072917,0.027349,0.013889,0.013170,0.328574,0.026562,0.131690,0.041643,0.266527,0.048252,0.753472,0.106985,0.732639,0.105539
grounded_geometric_tamp,language_ambiguity_shift,8,48,0.638118,0.032102,0.191468,0.020183,0.158835,0.016715,0.326389,0.051429,0.756944,0.111730,0.104167,0.033162,0.013889,0.021383,0.330694,0.025417,0.124425,0.038646,0.273814,0.044336,0.770833,0.105935,0.753472,0.105202
grounded_geometric_tamp,language_ambiguity_shift,9,48,0.633357,0.033650,0.197373,0.021305,0.164490,0.017663,0.354167,0.053826,0.729167,0.115340,0.072917,0.027349,0.013889,0.021383,0.326743,0.026721,0.134797,0.041389,0.263216,0.046759,0.743056,0.110023,0.718750,0.108376
grounded_geometric_tamp,mechanics_ood_shift,0,48,0.611117,0.030244,0.208704,0.019117,0.183691,0.015808,0.319444,0.053125,0.781250,0.101152,0.232639,0.067903,0.020833,0.025035,0.344957,0.021743,0.135252,0.039434,0.212929,0.042720,0.802083,0.090542,0.649306,0.098826
grounded_geometric_tamp,mechanics_ood_shift,1,48,0.589588,0.029393,0.220805,0.020432,0.191341,0.016528,0.270833,0.058053,0.732639,0.105539,0.187500,0.044172,0.027778,0.028078,0.334419,0.021488,0.163733,0.041111,0.183300,0.043233,0.760417,0.092736,0.618056,0.094780
grounded_geometric_tamp,mechanics_ood_shift,2,48,0.605971,0.033138,0.214288,0.021695,0.187000,0.017347,0.298611,0.057508,0.756944,0.106972,0.142361,0.044561,0.013889,0.013170,0.337967,0.023837,0.147070,0.044017,0.205098,0.047472,0.770833,0.099487,0.635417,0.102315
grounded_geometric_tamp,mechanics_ood_shift,3,48,0.608032,0.033727,0.212048,0.022161,0.186789,0.017760,0.250000,0.050540,0.760417,0.107829,0.118056,0.036339,0.017361,0.024296,0.339031,0.024323,0.143129,0.044580,0.208162,0.048494,0.777778,0.100296,0.628472,0.106209
grounded_geometric_tamp,mechanics_ood_shift,4,48,0.594759,0.033282,0.219211,0.021304,0.193266,0.018469,0.281250,0.056006,0.732639,0.108194,0.152778,0.052227,0.027778,0.028078,0.334661,0.023231,0.159977,0.044487,0.187907,0.048503,0.760417,0.095747,0.614583,0.098787
grounded_geometric_tamp,mechanics_ood_shift,5,48,0.600415,0.035555,0.218160,0.022938,0.188629,0.018500,0.295139,0.056913,0.750000,0.108308,0.111111,0.043859,0.017361,0.017506,0.335915,0.024395,0.152249,0.046729,0.196985,0.051249,0.767361,0.099542,0.631944,0.098211
grounded_geometric_tamp,mechanics_ood_shift,6,48,0.604667,0.033746,0.214459,0.021700,0.187031,0.018039,0.250000,0.065967,0.760417,0.104261,0.159722,0.055838,0.024306,0.030741,0.340861,0.023106,0.145508,0.044616,0.202456,0.048885,0.784722,0.093777,0.638889,0.101235
grounded_geometric_tamp,mechanics_ood_shift,7,48,0.599866,0.036601,0.215283,0.024002,0.190517,0.019732,0.350694,0.047886,0.756944,0.113410,0.090278,0.032198,0.013889,0.013170,0.334522,0.025747,0.149969,0.048978,0.197331,0.053204,0.770833,0.106380,0.611111,0.111465
grounded_geometric_tamp,mechanics_ood_shift,8,48,0.602184,0.034248,0.215349,0.021995,0.190944,0.018422,0.281250,0.053412,0.750000,0.106990,0.125000,0.040688,0.017361,0.017506,0.337111,0.023798,0.152347,0.045177,0.198216,0.049551,0.767361,0.098106,0.618056,0.104285
grounded_geometric_tamp,mechanics_ood_shift,9,48,0.606478,0.028487,0.209414,0.018241,0.184577,0.015062,0.260417,0.053190,0.767361,0.099542,0.222222,0.048955,0.024306,0.021726,0.342914,0.020412,0.142138,0.036577,0.208099,0.040623,0.791667,0.085625,0.645833,0.089475
grounded_geometric_tamp,nominal_abstraction,0,48,0.669080,0.035084,0.172691,0.020394,0.154723,0.019202,0.309028,0.048622,0.750000,0.121871,0.010417,0.011534,0.006944,0.009522,0.326215,0.028710,0.113882,0.041161,0.320509,0.047802,0.756944,0.118709,0.750000,0.117926
grounded_geometric_tamp,nominal_abstraction,1,48,0.668612,0.034955,0.173283,0.021374,0.154140,0.018353,0.350694,0.053486,0.750000,0.123796,0.003472,0.006806,0.006944,0.013611,0.325943,0.028949,0.113412,0.041401,0.320232,0.047385,0.756944,0.121076,0.739583,0.118688
grounded_geometric_tamp,nominal_abstraction,2,48,0.668485,0.034615,0.172310,0.020461,0.155680,0.019153,0.409722,0.055838,0.743056,0.123014,0.000000,0.000000,0.013889,0.016372,0.326174,0.028246,0.115351,0.041113,0.319463,0.047482,0.756944,0.117104,0.746528,0.116306
grounded_geometric_tamp,nominal_abstraction,3,48,0.667057,0.035716,0.174575,0.022383,0.155091,0.019135,0.347222,0.049436,0.750000,0.123796,0.010417,0.011534,0.000000,0.000000,0.324728,0.029342,0.116836,0.043097,0.317752,0.049339,0.750000,0.123796,0.732639,0.123314
grounded_geometric_tamp,nominal_abstraction,4,48,0.666548,0.035976,0.174328,0.021840,0.156613,0.019389,0.354167,0.054697,0.750000,0.123796,0.010417,0.011534,0.006944,0.009522,0.326215,0.028961,0.116202,0.043082,0.315666,0.049517,0.756944,0.120685,0.736111,0.119849
grounded_geometric_tamp,nominal_abstraction,5,48,0.667006,0.035744,0.175386,0.022000,0.156368,0.018991,0.340278,0.057508,0.746528,0.123410,0.003472,0.006806,0.000000,0.000000,0.324637,0.029397,0.117369,0.042680,0.316350,0.049062,0.746528,0.123410,0.732639,0.122158
grounded_geometric_tamp,nominal_abstraction,6,48,0.667008,0.035520,0.174237,0.021704,0.156666,0.019138,0.347222,0.059030,0.750000,0.123796,0.010417,0.011534,0.000000,0.000000,0.324708,0.029404,0.115754,0.042709,0.316774,0.048786,0.750000,0.123796,0.739583,0.122609
grounded_geometric_tamp,nominal_abstraction,7,48,0.669859,0.035238,0.172428,0.021580,0.155699,0.018566,0.430556,0.063656,0.756944,0.120685,0.041667,0.024797,0.000000,0.000000,0.327190,0.028737,0.113893,0.041681,0.320328,0.048160,0.756944,0.120685,0.750000,0.120308
grounded_geometric_tamp,nominal_abstraction,8,48,0.666528,0.034933,0.174647,0.021686,0.156679,0.018838,0.375000,0.054589,0.746528,0.123410,0.013889,0.013170,0.000000,0.000000,0.323981,0.029138,0.117601,0.042058,0.316352,0.047942,0.746528,0.123410,0.736111,0.123350
grounded_geometric_tamp,nominal_abstraction,9,48,0.666383,0.035663,0.174761,0.022339,0.156056,0.018529,0.347222,0.057405,0.750000,0.123796,0.010417,0.011534,0.003472,0.006806,0.325283,0.029132,0.116122,0.042835,0.316043,0.048836,0.753472,0.122254,0.739583,0.121446
grounded_geometric_tamp,object_affordance_transfer,0,48,0.608222,0.036386,0.213306,0.025037,0.176946,0.018158,0.281250,0.048784,0.750000,0.113844,0.118056,0.040054,0.006944,0.009522,0.333012,0.026946,0.145425,0.046897,0.217238,0.051795,0.756944,0.110452,0.677083,0.107610
grounded_geometric_tamp,object_affordance_transfer,1,48,0.614358,0.033833,0.207563,0.022280,0.171502,0.016643,0.288194,0.059752,0.763889,0.112100,0.163194,0.035723,0.017361,0.017506,0.337139,0.025153,0.133898,0.042796,0.228892,0.047297,0.781250,0.103464,0.673611,0.104737
grounded_geometric_tamp,object_affordance_transfer,2,48,0.609514,0.037196,0.211711,0.024519,0.175797,0.018954,0.343750,0.049981,0.756944,0.113410,0.090278,0.041218,0.003472,0.006806,0.332423,0.027427,0.142604,0.046826,0.220530,0.052745,0.760417,0.111708,0.687500,0.114517
grounded_geometric_tamp,object_affordance_transfer,3,48,0.618985,0.033922,0.202411,0.022286,0.168675,0.017736,0.291667,0.057951,0.767361,0.114565,0.211806,0.064326,0.024306,0.019427,0.341941,0.025047,0.128862,0.043623,0.236526,0.048092,0.791667,0.102242,0.722222,0.101701
grounded_geometric_tamp,object_affordance_transfer,4,48,0.606572,0.033500,0.212732,0.022794,0.175419,0.017254,0.295139,0.057739,0.753472,0.110466,0.111111,0.031266,0.006944,0.009522,0.331202,0.025623,0.145738,0.042911,0.217782,0.047404,0.760417,0.106948,0.670139,0.111106
grounded_geometric_tamp,object_affordance_transfer,5,48,0.608869,0.033095,0.212371,0.022375,0.175913,0.017728,0.284722,0.052340,0.753472,0.109606,0.118056,0.033635,0.006944,0.009522,0.334296,0.025422,0.145226,0.043086,0.218632,0.047288,0.760417,0.106060,0.666667,0.107871
grounded_geometric_tamp,object_affordance_transfer,6,48,0.605598,0.035108,0.212908,0.023613,0.178667,0.018013,0.281250,0.052519,0.743056,0.115477,0.083333,0.032259,0.013889,0.016372,0.330781,0.026319,0.146810,0.045469,0.214544,0.049730,0.756944,0.109160,0.684028,0.106209
grounded_geometric_tamp,object_affordance_transfer,7,48,0.610040,0.036715,0.209713,0.024578,0.174832,0.019285,0.322917,0.049025,0.760417,0.114220,0.107639,0.034374,0.006944,0.009522,0.333251,0.026860,0.141061,0.047110,0.222562,0.052902,0.767361,0.110786,0.690972,0.107866
grounded_geometric_tamp,object_affordance_transfer,8,48,0.613288,0.035750,0.209209,0.023797,0.173472,0.018748,0.326389,0.056679,0.750000,0.115084,0.072917,0.027349,0.017361,0.020027,0.335854,0.026333,0.140168,0.046117,0.225988,0.051298,0.767361,0.107316,0.690972,0.106985
grounded_geometric_tamp,object_affordance_transfer,9,48,0.610230,0.037593,0.211326,0.024731,0.175703,0.019599,0.326389,0.052340,0.750000,0.115084,0.114583,0.043667,0.017361,0.024296,0.335721,0.026783,0.143042,0.048167,0.220152,0.053900,0.767361,0.108194,0.677083,0.109354
grounded_geometric_tamp,predicate_noise_shift,0,48,0.633912,0.035969,0.197511,0.024212,0.161475,0.018695,0.402778,0.054877,0.760417,0.119086,0.065972,0.028754,0.010417,0.015088,0.333485,0.027361,0.126743,0.045893,0.263030,0.051118,0.770833,0.114517,0.750000,0.113010
grounded_geometric_tamp,predicate_noise_shift,1,48,0.633010,0.037623,0.200288,0.025716,0.162017,0.019318,0.267361,0.047390,0.750000,0.121871,0.059028,0.024778,0.010417,0.011534,0.332494,0.028210,0.131160,0.048243,0.260543,0.053897,0.760417,0.117083,0.739583,0.115045
grounded_geometric_tamp,predicate_noise_shift,2,48,0.639004,0.035339,0.193972,0.023131,0.159544,0.018145,0.302083,0.042011,0.770833,0.113688,0.065972,0.033325,0.003472,0.006806,0.334941,0.026825,0.122919,0.043446,0.270953,0.049608,0.774306,0.111954,0.736111,0.110826
grounded_geometric_tamp,predicate_noise_shift,3,48,0.638535,0.035316,0.195837,0.023311,0.159354,0.018156,0.295139,0.051687,0.756944,0.119107,0.052083,0.022086,0.013889,0.013170,0.335375,0.027035,0.124045,0.044306,0.269358,0.049650,0.770833,0.112433,0.739583,0.110858
grounded_geometric_tamp,predicate_noise_shift,4,48,0.629908,0.038146,0.202696,0.026049,0.165282,0.019694,0.385417,0.056844,0.746528,0.121478,0.052083,0.024133,0.003472,0.006806,0.330261,0.028877,0.135029,0.048804,0.254632,0.054508,0.750000,0.119915,0.725694,0.117318
grounded_geometric_tamp,predicate_noise_shift,5,48,0.631173,0.034601,0.196577,0.022674,0.162402,0.018069,0.336806,0.053706,0.750000,0.116310,0.062500,0.030175,0.006944,0.013611,0.331763,0.027528,0.131417,0.042929,0.260888,0.048311,0.756944,0.113410,0.739583,0.112130
grounded_geometric_tamp,predicate_noise_shift,6,48,0.632204,0.035508,0.199701,0.023487,0.163120,0.017610,0.315972,0.056913,0.750000,0.116310,0.072917,0.032121,0.013889,0.016372,0.332440,0.026772,0.130924,0.043932,0.259306,0.049647,0.763889,0.109970,0.725694,0.107646
grounded_geometric_tamp,predicate_noise_shift,7,48,0.635581,0.036025,0.196750,0.023966,0.161424,0.018226,0.340278,0.048591,0.760417,0.117486,0.069444,0.028908,0.010417,0.011534,0.334406,0.027212,0.126466,0.045202,0.264790,0.050778,0.770833,0.112433,0.743056,0.110023
grounded_geometric_tamp,predicate_noise_shift,8,48,0.634786,0.036837,0.198768,0.024944,0.162061,0.019021,0.284722,0.047608,0.750000,0.121871,0.048611,0.021658,0.003472,0.006806,0.330670,0.028912,0.129099,0.046710,0.263935,0.052119,0.753472,0.120304,0.725694,0.118522
grounded_geometric_tamp,predicate_noise_shift,9,48,0.637495,0.034367,0.195465,0.022419,0.161240,0.017829,0.305556,0.047979,0.756944,0.115477,0.090278,0.030693,0.010417,0.015088,0.334183,0.026522,0.125531,0.042949,0.267676,0.048206,0.767361,0.110786,0.725694,0.109390
grounded_geometric_tamp,recovery_cost_pressure,0,48,0.606006,0.030817,0.202310,0.018693,0.177120,0.016789,0.281250,0.055155,0.763889,0.106028,0.166667,0.032259,0.041667,0.035737,0.353179,0.022278,0.135298,0.038685,0.212804,0.043485,0.805556,0.085533,0.711806,0.087396
grounded_geometric_tamp,recovery_cost_pressure,1,48,0.606901,0.030171,0.201754,0.019002,0.172051,0.014658,0.319444,0.064395,0.781250,0.107500,0.166667,0.038905,0.045139,0.038588,0.356201,0.022457,0.125566,0.036862,0.216403,0.041083,0.826389,0.085325,0.694444,0.093966
grounded_geometric_tamp,recovery_cost_pressure,2,48,0.598235,0.030941,0.212260,0.021045,0.180556,0.017058,0.281250,0.062398,0.760417,0.108267,0.145833,0.037196,0.027778,0.031266,0.346971,0.024028,0.144324,0.041465,0.199396,0.044608,0.788194,0.096158,0.677083,0.095500
grounded_geometric_tamp,recovery_cost_pressure,3,48,0.596530,0.031057,0.209511,0.020550,0.177780,0.016382,0.319444,0.048469,0.763889,0.106916,0.166667,0.055874,0.027778,0.024477,0.351372,0.023632,0.143775,0.040197,0.199436,0.043898,0.791667,0.092528,0.687500,0.094614
grounded_geometric_tamp,recovery_cost_pressure,4,48,0.605418,0.030432,0.206832,0.019965,0.175836,0.015878,0.291667,0.059562,0.781250,0.104827,0.131944,0.030693,0.024306,0.029162,0.351056,0.023687,0.133426,0.038725,0.211410,0.042613,0.805556,0.093461,0.694444,0.095464
grounded_geometric_tamp,recovery_cost_pressure,5,48,0.604182,0.032835,0.205587,0.021954,0.174977,0.016289,0.288194,0.049346,0.770833,0.110310,0.138889,0.038086,0.034722,0.032198,0.352099,0.024465,0.133319,0.041353,0.211077,0.045957,0.805556,0.093966,0.687500,0.099011
grounded_geometric_tamp,recovery_cost_pressure,6,48,0.607723,0.033584,0.207238,0.021755,0.177330,0.017414,0.326389,0.052340,0.767361,0.109065,0.111111,0.038086,0.027778,0.034158,0.350639,0.025398,0.134386,0.042478,0.212579,0.047375,0.795139,0.097865,0.690972,0.100605
grounded_geometric_tamp,recovery_cost_pressure,7,48,0.613259,0.027227,0.198195,0.016997,0.168244,0.013952,0.309028,0.056705,0.795139,0.104412,0.152778,0.037460,0.045139,0.036053,0.357286,0.020350,0.118614,0.033640,0.227109,0.037539,0.840278,0.079589,0.743056,0.084209
grounded_geometric_tamp,recovery_cost_pressure,8,48,0.607634,0.031891,0.204840,0.019239,0.176260,0.015443,0.284722,0.049555,0.781250,0.103920,0.159722,0.035013,0.027778,0.022462,0.351773,0.023266,0.130930,0.037946,0.214175,0.043551,0.809028,0.088070,0.694444,0.097426
grounded_geometric_tamp,recovery_cost_pressure,9,48,0.604359,0.035372,0.209267,0.023090,0.177227,0.018236,0.336806,0.058754,0.763889,0.114190,0.180556,0.052227,0.031250,0.025094,0.349542,0.025986,0.136146,0.045224,0.208574,0.050318,0.795139,0.098826,0.673611,0.103374
language_symbolic_planner,combined_adversarial_abstraction,0,48,0.209502,0.019100,0.520134,0.015077,0.405005,0.015220,0.017361,0.014556,0.000000,0.000000,0.163194,0.034374,0.000000,0.000000,0.054028,0.002245,0.673236,0.031576,-0.406471,0.037164,0.034722,0.019351,0.000000,0.000000
language_symbolic_planner,combined_adversarial_abstraction,1,48,0.212639,0.019480,0.513674,0.015712,0.402567,0.015535,0.031250,0.023132,0.000000,0.000000,0.156250,0.032849,0.000000,0.000000,0.056042,0.002562,0.665440,0.031950,-0.398677,0.037701,0.052083,0.022086,0.003472,0.006806
language_symbolic_planner,combined_adversarial_abstraction,2,48,0.217248,0.018753,0.514474,0.015269,0.393639,0.016701,0.024306,0.016817,0.000000,0.000000,0.170139,0.045088,0.000000,0.000000,0.056042,0.002799,0.658266,0.031659,-0.388105,0.037225,0.052083,0.024133,0.006944,0.009522
language_symbolic_planner,combined_adversarial_abstraction,3,48,0.214090,0.018439,0.513421,0.015382,0.400719,0.014952,0.017361,0.017506,0.000000,0.000000,0.204861,0.037970,0.000000,0.000000,0.056042,0.002562,0.663644,0.030968,-0.395750,0.036129,0.052083,0.022086,0.010417,0.011534
language_symbolic_planner,combined_adversarial_abstraction,4,48,0.220766,0.018348,0.504603,0.015750,0.390259,0.016731,0.010417,0.011534,0.000000,0.000000,0.166667,0.038905,0.000000,0.000000,0.059667,0.004513,0.646076,0.031587,-0.377950,0.036653,0.083333,0.038905,0.000000,0.000000
language_symbolic_planner,combined_adversarial_abstraction,5,48,0.210085,0.020043,0.522312,0.016774,0.403427,0.016446,0.017361,0.014556,0.000000,0.000000,0.083333,0.029179,0.000000,0.000000,0.053222,0.002060,0.674372,0.033587,-0.405677,0.039379,0.027778,0.017758,0.003472,0.006806
language_symbolic_planner,combined_adversarial_abstraction,6,48,0.218789,0.018604,0.505261,0.015239,0.393890,0.013426,0.020833,0.015759,0.000000,0.000000,0.225694,0.050996,0.000000,0.000000,0.059264,0.002761,0.649897,0.029804,-0.382754,0.035199,0.079861,0.023804,0.006944,0.009522
language_symbolic_planner,combined_adversarial_abstraction,7,48,0.215589,0.018312,0.514022,0.015159,0.397382,0.015646,0.003472,0.006806,0.000000,0.000000,0.177083,0.029830,0.000000,0.000000,0.056042,0.002562,0.660548,0.030292,-0.392196,0.035687,0.052083,0.022086,0.003472,0.006806
language_symbolic_planner,combined_adversarial_abstraction,8,48,0.206043,0.018788,0.525278,0.014719,0.408250,0.015136,0.013889,0.013170,0.000000,0.000000,0.118056,0.050501,0.000000,0.000000,0.052417,0.001828,0.680822,0.030999,-0.414573,0.036538,0.020833,0.015759,0.000000,0.000000
language_symbolic_planner,combined_adversarial_abstraction,9,48,0.218106,0.017721,0.503350,0.014702,0.390738,0.014778,0.020833,0.015759,0.000000,0.000000,0.201389,0.043452,0.000000,0.000000,0.061278,0.002725,0.647141,0.029213,-0.380905,0.034309,0.097222,0.023491,0.013889,0.013170
language_symbolic_planner,geometry_tolerance_shift,0,48,0.314410,0.018521,0.453722,0.015356,0.350968,0.014801,0.062500,0.026858,0.000000,0.000000,0.041667,0.020633,0.000000,0.000000,0.050000,0.000000,0.563195,0.030557,-0.222446,0.035969,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,1,48,0.318368,0.018478,0.449977,0.015078,0.350362,0.014867,0.062500,0.026858,0.000000,0.000000,0.072917,0.038791,0.000000,0.000000,0.050000,0.000000,0.558398,0.030564,-0.215879,0.035889,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,2,48,0.319423,0.019569,0.449826,0.016742,0.348847,0.014346,0.059028,0.024778,0.000000,0.000000,0.107639,0.045088,0.000000,0.000000,0.050000,0.000000,0.556870,0.031908,-0.213646,0.037344,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,3,48,0.321261,0.017845,0.443324,0.014852,0.344559,0.016071,0.017361,0.014556,0.000000,0.000000,0.079861,0.032243,0.000000,0.000000,0.052986,0.001909,0.548967,0.030457,-0.206203,0.035587,0.027778,0.017758,0.024306,0.016817
language_symbolic_planner,geometry_tolerance_shift,4,48,0.315703,0.018732,0.448096,0.015565,0.347640,0.014900,0.079861,0.033678,0.000000,0.000000,0.097222,0.042210,0.000000,0.000000,0.052613,0.001808,0.556362,0.030727,-0.216590,0.036333,0.024306,0.016817,0.013889,0.013170
language_symbolic_planner,geometry_tolerance_shift,5,48,0.324163,0.019355,0.437233,0.017985,0.337982,0.016653,0.079861,0.041254,0.000000,0.000000,0.086806,0.045610,0.000000,0.000000,0.055972,0.003818,0.539251,0.033585,-0.196287,0.038954,0.055556,0.035516,0.045139,0.031875
language_symbolic_planner,geometry_tolerance_shift,6,48,0.322691,0.018548,0.439378,0.014845,0.343685,0.014862,0.072917,0.032121,0.000000,0.000000,0.138889,0.051772,0.000000,0.000000,0.054106,0.002153,0.544319,0.029940,-0.202325,0.035270,0.038194,0.020027,0.013889,0.013170
language_symbolic_planner,geometry_tolerance_shift,7,48,0.318706,0.018688,0.446291,0.015475,0.346729,0.015777,0.048611,0.023742,0.000000,0.000000,0.118056,0.030693,0.000000,0.000000,0.052240,0.001694,0.553255,0.030922,-0.211728,0.036392,0.020833,0.015759,0.010417,0.011534
language_symbolic_planner,geometry_tolerance_shift,8,48,0.325016,0.019106,0.432697,0.016618,0.333180,0.015364,0.055556,0.026339,0.000000,0.000000,0.166667,0.036393,0.000000,0.000000,0.058585,0.003911,0.531744,0.031480,-0.190443,0.037011,0.079861,0.036379,0.052083,0.027778
language_symbolic_planner,geometry_tolerance_shift,9,48,0.312758,0.018693,0.454455,0.015135,0.351148,0.016100,0.052083,0.026019,0.000000,0.000000,0.055556,0.028078,0.000000,0.000000,0.050373,0.000732,0.564404,0.031061,-0.224810,0.036465,0.003472,0.006806,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,0,48,0.356369,0.019475,0.419809,0.015973,0.335297,0.015995,0.065972,0.028754,0.000000,0.000000,0.062500,0.023068,0.000000,0.000000,0.050000,0.000000,0.513250,0.032204,-0.149534,0.037779,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,1,48,0.361167,0.018631,0.410892,0.015111,0.325287,0.014790,0.083333,0.033693,0.000000,0.000000,0.090278,0.037618,0.000000,0.000000,0.054087,0.002143,0.498929,0.030376,-0.134073,0.035642,0.038194,0.020027,0.034722,0.019351
language_symbolic_planner,language_ambiguity_shift,2,48,0.355676,0.019019,0.418983,0.015713,0.330284,0.014547,0.055556,0.024477,0.000000,0.000000,0.062500,0.025035,0.000000,0.000000,0.051858,0.001557,0.509576,0.030959,-0.146918,0.036172,0.017361,0.014556,0.003472,0.006806
language_symbolic_planner,language_ambiguity_shift,3,48,0.359899,0.018070,0.408090,0.015469,0.326283,0.015571,0.038194,0.022264,0.000000,0.000000,0.104167,0.034559,0.000000,0.000000,0.055573,0.002363,0.498130,0.030237,-0.135058,0.035647,0.052083,0.022086,0.041667,0.020633
language_symbolic_planner,language_ambiguity_shift,4,48,0.355025,0.019396,0.420798,0.015795,0.335955,0.015578,0.079861,0.029162,0.000000,0.000000,0.059028,0.022789,0.000000,0.000000,0.050000,0.000000,0.514962,0.032049,-0.151925,0.037595,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,5,48,0.357960,0.018943,0.409872,0.014140,0.323118,0.015318,0.059028,0.024778,0.000000,0.000000,0.093750,0.032121,0.000000,0.000000,0.056316,0.002438,0.498002,0.030566,-0.136063,0.036220,0.059028,0.022789,0.055556,0.022462
language_symbolic_planner,language_ambiguity_shift,6,48,0.355170,0.018890,0.421703,0.015678,0.332794,0.014651,0.069444,0.028908,0.000000,0.000000,0.059028,0.022789,0.000000,0.000000,0.050372,0.000728,0.513484,0.031296,-0.150186,0.036472,0.003472,0.006806,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,7,48,0.356930,0.018993,0.418103,0.015798,0.326501,0.015051,0.052083,0.027778,0.000000,0.000000,0.045139,0.027059,0.000000,0.000000,0.052601,0.001799,0.506543,0.031301,-0.142742,0.036484,0.024306,0.016817,0.024306,0.016817
language_symbolic_planner,language_ambiguity_shift,8,48,0.359252,0.019055,0.414586,0.016170,0.327101,0.015063,0.055556,0.028078,0.000000,0.000000,0.038194,0.024296,0.000000,0.000000,0.052972,0.001900,0.503713,0.031853,-0.138969,0.037276,0.027778,0.017758,0.027778,0.017758
language_symbolic_planner,language_ambiguity_shift,9,48,0.358576,0.020422,0.414676,0.016572,0.328123,0.015005,0.055556,0.028078,0.000000,0.000000,0.055556,0.026339,0.000000,0.000000,0.052972,0.001900,0.504029,0.032739,-0.140432,0.038780,0.027778,0.017758,0.024306,0.016817
language_symbolic_planner,mechanics_ood_shift,0,48,0.266387,0.018654,0.472372,0.015903,0.393951,0.014483,0.027778,0.020247,0.000000,0.000000,0.128472,0.039196,0.000000,0.000000,0.051884,0.001579,0.620644,0.030852,-0.313025,0.035763,0.017361,0.014556,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,1,48,0.269175,0.020023,0.474290,0.015878,0.393450,0.015688,0.020833,0.015759,0.000000,0.000000,0.072917,0.034942,0.000000,0.000000,0.050000,0.000000,0.620969,0.032710,-0.310197,0.038792,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,2,48,0.276450,0.019699,0.464855,0.015597,0.387562,0.014991,0.024306,0.016817,0.000000,0.000000,0.145833,0.048266,0.000000,0.000000,0.052260,0.001710,0.606688,0.031886,-0.294160,0.037739,0.020833,0.015759,0.000000,0.000000
